invoice_no,customer_id,category,quantity,price,invoice_date,shopping_mall
I689501,C263864,Toys,4,7657.78,26-10-2021,Istinye Park
I767692,C577958,Shoes,2,1090.17,07-03-2021,Kanyon
I134917,C192178,Cosmetics,3,5598.56,26-01-2021,Kanyon
I152474,C211837,Toys,1,6222.69,03-11-2021,Metrocity
I250528,C704459,Clothing,2,1808.58,27-12-2022,Kanyon
I317007,C182570,Toys,5,3601.22,13-09-2021,Forum Istanbul
I104541,C135076,Cosmetics,5,2592.87,05-01-2023,Istinye Park
I326433,C213079,Food & Beverage,1,5951.72,20-06-2022,Kanyon
I252443,C631087,Clothing,4,922.92,17-02-2023,Cevahir AVM
I928947,C400486,Technology,4,6392.5,11-12-2022,Kanyon
I326218,C121273,Books,5,9285.27,08-06-2022,Forum Istanbul
I236181,C210254,Food & Beverage,3,9274.54,05-06-2021,Cevahir AVM
I304863,C141867,Cosmetics,4,1318.58,28-09-2022,Kanyon
I223087,C811430,Clothing,1,6267.76,01-10-2021,Metropol AVM
I220486,C191669,Clothing,5,3275.0,25-09-2021,Mall of Istanbul
I133642,C582469,Clothing,4,7042.94,31-12-2021,Metropol AVM
I313660,C288009,Clothing,5,7545.91,07-02-2022,Mall of Istanbul
I111206,C132593,Clothing,5,8881.26,28-07-2022,Kanyon
I185651,C176538,Food & Beverage,2,6765.63,24-01-2022,Kanyon
I235783,C970202,Toys,3,4018.14,09-07-2021,Metrocity
I684235,C338714,Clothing,3,6925.0,13-01-2022,Kanyon
I133753,C328132,Toys,2,1144.82,21-09-2021,Zorlu Center
I279511,C149373,Food & Beverage,2,1588.14,24-12-2022,Mall of Istanbul
I116931,C248583,Clothing,3,9142.79,11-01-2022,Metrocity
I156062,C211070,Clothing,5,449.08,04-08-2022,Forum Istanbul
I409671,C923061,Cosmetics,5,445.19,03-03-2021,Mall of Istanbul
I259518,C141258,Shoes,1,7132.55,17-04-2021,Forum Istanbul
I141707,C890926,Cosmetics,1,1451.98,01-09-2021,Emaar Square Mall
I219924,C229873,Cosmetics,5,4334.66,18-12-2022,Kanyon
I156990,C172147,Clothing,1,1226.6,16-12-2021,Mall of Istanbul
I332828,C284051,Food & Beverage,4,2268.53,22-09-2021,Metrocity
I384923,C786244,Cosmetics,1,4131.42,26-12-2021,Mall of Istanbul
I565200,C693054,Clothing,3,1031.56,28-04-2022,Mall of Istanbul
I177152,C175935,Clothing,5,5178.49,19-10-2022,Emaar Square Mall
I588716,C461203,Food & Beverage,3,6176.03,21-03-2022,Kanyon
I228618,C332798,Books,2,8816.76,05-05-2021,Mall of Istanbul
I281064,C223387,Clothing,2,8653.37,08-07-2021,Kanyon
I134573,C212788,Toys,3,1822.86,25-03-2022,Mall of Istanbul
I266093,C241963,Clothing,2,7172.39,29-01-2021,Forum Istanbul
I153102,C217091,Toys,1,3830.07,12-05-2022,Mall of Istanbul
I226666,C192053,Souvenir,4,5278.15,22-06-2021,Kanyon
I153380,C121875,Food & Beverage,2,3525.82,12-07-2022,Mall of Istanbul
I242668,C122415,Clothing,1,7839.51,13-01-2023,Mall of Istanbul
I267209,C170397,Cosmetics,2,7164.32,30-01-2021,Mall of Istanbul
I252967,C943292,Clothing,5,3683.68,20-02-2021,Metrocity
I229450,C308334,Clothing,5,3106.39,25-01-2021,Kanyon
I117319,C183079,Clothing,2,9539.82,21-09-2021,Zorlu Center
I275443,C433521,Shoes,3,7376.87,05-04-2022,Mall of Istanbul
I255989,C300283,Food & Beverage,5,8188.92,07-08-2021,Mall of Istanbul
I206431,C173729,Shoes,2,6511.43,21-07-2021,Emaar Square Mall
I466670,C255357,Toys,2,4158.77,22-04-2022,Cevahir AVM
I273996,C201972,Clothing,3,7838.78,03-01-2023,Mall of Istanbul
I170583,C269006,Toys,2,8825.74,01-08-2021,Kanyon
I293282,C278075,Clothing,5,8559.82,25-11-2021,Istinye Park
I308554,C274041,Shoes,1,7521.24,07-01-2023,Mall of Istanbul
I426309,C400591,Books,4,9663.19,19-06-2021,Metropol AVM
I165535,C265471,Food & Beverage,2,379.37,19-07-2022,Metrocity
I277694,C260490,Souvenir,1,6195.48,22-05-2021,Kanyon
I288355,C100282,Clothing,2,539.83,02-10-2021,Metrocity
I191994,C104807,Food & Beverage,2,5515.6,27-03-2021,Mall of Istanbul
I146854,C975760,Toys,3,4055.72,13-05-2022,Istinye Park
I171283,C795634,Clothing,2,4240.47,22-10-2021,Zorlu Center
I326540,C570238,Shoes,2,3077.57,26-01-2021,Istinye Park
I260621,C183941,Clothing,4,2015.21,11-10-2021,Kanyon
I110884,C122072,Cosmetics,5,8731.51,21-12-2021,Forum Istanbul
I245693,C189801,Food & Beverage,5,5870.97,06-12-2022,Istinye Park
I590131,C436242,Shoes,4,2116.21,03-07-2022,Kanyon
I219375,C333049,Toys,2,4434.27,05-12-2021,Istinye Park
I228976,C697715,Cosmetics,4,5597.85,16-07-2022,Cevahir AVM
I338909,C331706,Cosmetics,5,8154.77,10-04-2022,Metrocity
I109638,C420869,Clothing,3,7892.72,19-05-2021,Metrocity
I243828,C240657,Technology,2,2662.93,26-11-2021,Metrocity
I407714,C247273,Cosmetics,3,1679.95,11-07-2022,Forum Istanbul
I168321,C552262,Food & Beverage,2,3314.05,12-08-2022,Viaport Outlet
I245914,C180241,Food & Beverage,4,3265.28,24-05-2022,Mall of Istanbul
I158474,C241528,Shoes,3,7438.59,20-01-2021,Metrocity
I234629,C337739,Toys,3,9080.81,25-04-2022,Kanyon
I335733,C116604,Food & Beverage,5,5977.47,30-12-2022,Kanyon
I237038,C111988,Souvenir,4,7653.79,05-11-2021,Kanyon
I911457,C193590,Toys,4,1728.2,11-08-2021,Mall of Istanbul
I114037,C322662,Clothing,1,5269.24,16-11-2021,Metropol AVM
I396652,C129092,Shoes,3,5264.52,21-01-2021,Mall of Istanbul
I218672,C945866,Cosmetics,4,5016.62,15-06-2021,Zorlu Center
I476000,C156666,Clothing,1,9491.07,08-01-2023,Mall of Istanbul
I180794,C325262,Toys,5,4091.99,26-12-2022,Viaport Outlet
I243084,C220436,Toys,1,8710.1,03-04-2021,Istinye Park
I253090,C106836,Technology,5,5239.74,11-07-2022,Mall of Istanbul
I324772,C153648,Cosmetics,4,7063.96,21-01-2022,Metrocity
I249772,C306188,Shoes,1,3607.35,16-05-2021,Mall of Istanbul
I296105,C575404,Toys,5,1433.04,16-12-2022,Mall of Istanbul
I104340,C117737,Souvenir,5,1964.58,12-12-2022,Mall of Istanbul
I159258,C511379,Food & Beverage,3,2423.84,03-11-2022,Kanyon
I127996,C259234,Clothing,3,6477.82,12-04-2022,Mall of Istanbul
I991007,C327238,Clothing,5,4389.8,27-03-2021,Mall of Istanbul
I630702,C209441,Food & Beverage,5,3801.66,06-05-2022,Mall of Istanbul
I240197,C659504,Clothing,2,186.2,02-10-2022,Kanyon
I228259,C266406,Books,1,5688.2,07-08-2022,Cevahir AVM
I318234,C574012,Cosmetics,4,4301.23,16-02-2022,Kanyon
I177176,C381383,Shoes,3,1998.78,26-02-2022,Metrocity
I174109,C716101,Clothing,4,3058.79,14-09-2021,Emaar Square Mall
I809039,C105377,Souvenir,4,1851.18,29-09-2022,Mall of Istanbul
I807809,C338954,Clothing,2,6768.79,29-08-2022,Metrocity
I967523,C285288,Clothing,4,7254.61,04-06-2021,Forum Istanbul
I194887,C901882,Clothing,4,5006.13,09-05-2022,Kanyon
I921001,C203708,Toys,1,4617.55,24-01-2022,Mall of Istanbul
I206489,C768270,Shoes,1,9341.51,14-04-2021,Emaar Square Mall
I286075,C230221,Technology,1,921.71,01-01-2023,Mall of Istanbul
I745873,C990921,Food & Beverage,5,4049.24,21-01-2022,Istinye Park
I302366,C261439,Shoes,3,8282.69,14-08-2022,Metrocity
I228631,C312721,Clothing,1,10.51,31-05-2021,Metrocity
I302568,C231939,Toys,1,9759.69,19-06-2022,Istinye Park
I313592,C113552,Toys,2,7372.18,18-03-2022,Istinye Park
I430327,C102933,Clothing,4,1439.57,29-08-2021,Kanyon
I107173,C111004,Food & Beverage,1,7485.27,17-01-2021,Metrocity
I122673,C243995,Food & Beverage,1,802.55,16-10-2022,Mall of Istanbul
I164341,C206468,Food & Beverage,1,2434.65,27-09-2021,Kanyon
I124510,C127232,Clothing,5,5577.01,14-03-2021,Metropol AVM
I166761,C194730,Books,1,679.72,09-11-2022,Kanyon
I147031,C337559,Food & Beverage,2,6383.52,14-04-2021,Mall of Istanbul
I242540,C253332,Toys,2,820.12,28-05-2021,Metrocity
I273933,C220339,Clothing,5,2527.26,28-06-2021,Mall of Istanbul
I596025,C120307,Books,5,9402.01,01-12-2022,Metrocity
I711918,C147734,Shoes,2,3579.6,30-12-2021,Kanyon
I256533,C249561,Shoes,1,4969.6,03-05-2021,Mall of Istanbul
I117587,C470741,Clothing,2,1550.44,25-03-2022,Metropol AVM
I115256,C718888,Clothing,4,2556.77,13-03-2021,Kanyon
I126762,C179419,Clothing,5,7255.79,06-02-2023,Kanyon
I129231,C193422,Souvenir,1,7660.99,05-11-2021,Forum Istanbul
I741514,C111750,Cosmetics,5,2102.0,27-03-2022,Kanyon
I303345,C188855,Shoes,1,2059.32,16-02-2021,Metropol AVM
I333702,C432765,Food & Beverage,2,9540.03,14-02-2022,Mall of Istanbul
I255230,C926134,Toys,1,1793.73,19-05-2022,Metropol AVM
I169884,C203145,Food & Beverage,4,905.33,25-12-2021,Mall of Istanbul
I211519,C106844,Clothing,5,6583.71,10-03-2022,Kanyon
I186737,C924423,Souvenir,2,8445.64,26-06-2021,Mall of Istanbul
I140551,C253614,Clothing,5,2194.55,18-07-2021,Metrocity
I680243,C611738,Food & Beverage,4,8230.87,14-02-2021,Viaport Outlet
I106752,C279927,Cosmetics,3,6498.26,02-01-2022,Cevahir AVM
I113603,C272147,Clothing,4,6311.67,09-07-2022,Zorlu Center
I890043,C201706,Clothing,4,6613.55,26-12-2021,Zorlu Center
I872780,C125343,Clothing,2,8834.66,19-03-2022,Metrocity
I137997,C231994,Shoes,4,8756.5,16-12-2021,Kanyon
I240000,C165830,Toys,3,8271.68,04-07-2022,Cevahir AVM
I567366,C291624,Food & Beverage,1,5160.47,15-03-2022,Istinye Park
I114691,C306341,Cosmetics,2,7766.0,07-02-2021,Mall of Istanbul
I176167,C899191,Clothing,3,3890.28,23-09-2021,Metropol AVM
I304970,C129336,Clothing,3,2273.77,28-11-2022,Istinye Park
I332556,C962889,Toys,3,8832.87,10-08-2021,Istinye Park
I241735,C100481,Books,4,4705.84,12-08-2022,Metropol AVM
I146904,C829892,Clothing,3,2082.86,28-07-2022,Viaport Outlet
I249030,C123494,Food & Beverage,2,9917.93,28-10-2022,Mall of Istanbul
I639729,C627152,Clothing,5,5012.13,07-07-2021,Cevahir AVM
I279784,C944406,Toys,3,661.5,24-10-2022,Kanyon
I321389,C947408,Clothing,2,7304.47,28-01-2021,Kanyon
I291485,C819580,Toys,2,673.9,06-08-2022,Zorlu Center
I311035,C593848,Toys,1,4115.44,03-05-2021,Mall of Istanbul
I305170,C198250,Clothing,4,2318.83,04-03-2021,Viaport Outlet
I269509,C448888,Clothing,2,1872.65,18-01-2022,Istinye Park
I172282,C969911,Toys,3,3059.63,18-07-2021,Metrocity
I212300,C153676,Food & Beverage,1,943.69,22-03-2022,Cevahir AVM
I169223,C226280,Toys,3,1662.28,02-12-2022,Kanyon
I244825,C130627,Clothing,5,975.89,18-03-2022,Mall of Istanbul
I242554,C223035,Food & Beverage,2,6392.97,06-11-2022,Zorlu Center
I305769,C135137,Toys,2,6999.52,25-07-2021,Istinye Park
I323953,C134533,Toys,4,1316.8,16-04-2022,Emaar Square Mall
I234632,C103443,Food & Beverage,5,5169.82,13-11-2022,Kanyon
I738576,C321110,Shoes,3,4870.1,19-11-2022,Metropol AVM
I223384,C166021,Clothing,3,8787.08,18-09-2021,Viaport Outlet
I221090,C853666,Clothing,5,5778.5,13-10-2021,Zorlu Center
I693423,C112996,Clothing,2,3386.98,22-02-2021,Mall of Istanbul
I163612,C217780,Clothing,1,5794.01,05-07-2021,Metropol AVM
I261938,C788070,Cosmetics,1,4360.4,04-07-2022,Metropol AVM
I104594,C278608,Clothing,5,2815.2,29-04-2022,Kanyon
I296083,C286561,Cosmetics,1,2053.53,15-10-2022,Metrocity
I103611,C148334,Clothing,3,4057.77,01-05-2021,Viaport Outlet
I759077,C300480,Food & Beverage,5,858.33,07-09-2022,Mall of Istanbul
I278406,C783376,Toys,1,9690.84,19-06-2021,Zorlu Center
I433647,C171773,Shoes,5,3450.22,19-02-2023,Forum Istanbul
I301560,C166493,Food & Beverage,2,3943.52,29-08-2022,Istinye Park
I247834,C178957,Books,1,3550.29,08-10-2022,Mall of Istanbul
I145183,C280590,Toys,1,9445.05,18-01-2023,Metrocity
I570515,C307964,Cosmetics,1,2808.59,20-04-2022,Zorlu Center
I401133,C354363,Cosmetics,4,6044.9,13-01-2022,Kanyon
I950719,C575010,Toys,3,8427.4,11-03-2022,Forum Istanbul
I555858,C305470,Cosmetics,3,6526.04,28-10-2021,Zorlu Center
I164506,C798939,Cosmetics,4,8103.46,16-02-2021,Kanyon
I206428,C608148,Clothing,1,3177.84,25-02-2021,Metrocity
I926230,C251267,Clothing,5,3998.47,13-10-2021,Emaar Square Mall
I133084,C219662,Food & Beverage,3,3784.06,17-10-2021,Mall of Istanbul
I120430,C127597,Toys,1,3541.16,15-08-2021,Kanyon
I174384,C309742,Clothing,2,7588.17,25-12-2022,Kanyon
I116259,C494112,Clothing,3,4672.89,01-01-2023,Istinye Park
I212273,C178963,Clothing,3,3779.0,31-07-2022,Mall of Istanbul
I753132,C133817,Food & Beverage,5,4992.34,06-11-2022,Istinye Park
I745687,C257437,Clothing,5,5321.77,01-08-2022,Kanyon
I884688,C159120,Books,5,8277.38,26-07-2022,Kanyon
I259529,C258678,Souvenir,4,99.5,30-11-2021,Kanyon
I765547,C250292,Cosmetics,4,7724.58,27-09-2021,Metrocity
I726718,C537588,Toys,3,2098.6,10-12-2022,Viaport Outlet
I288287,C180431,Clothing,1,159.35,14-09-2021,Metropol AVM
I130515,C125486,Food & Beverage,1,8455.11,24-09-2021,Kanyon
I182679,C155241,Cosmetics,1,7311.87,15-03-2022,Viaport Outlet
I941184,C190186,Books,5,5173.68,09-03-2021,Mall of Istanbul
I984819,C913146,Clothing,1,190.44,04-09-2022,Metrocity
I113998,C981116,Food & Beverage,1,7387.98,04-11-2022,Istinye Park
I380725,C121044,Cosmetics,2,6659.28,17-02-2023,Kanyon
I169257,C199877,Clothing,1,4425.1,02-11-2022,Istinye Park
I277300,C136438,Food & Beverage,5,8233.49,30-01-2023,Mall of Istanbul
I365533,C208191,Books,2,9846.34,27-03-2021,Zorlu Center
I650320,C902681,Cosmetics,2,3036.09,22-08-2022,Istinye Park
I547316,C660696,Clothing,3,7832.47,22-11-2022,Kanyon
I312046,C113891,Cosmetics,4,402.52,23-08-2021,Istinye Park
I976188,C285155,Souvenir,1,4050.28,06-05-2021,Viaport Outlet
I208186,C614436,Clothing,4,2477.44,19-10-2021,Zorlu Center
I146794,C261961,Souvenir,4,8269.59,07-02-2021,Kanyon
I231466,C919606,Clothing,4,3562.74,21-09-2021,Mall of Istanbul
I305707,C629716,Clothing,1,7411.11,25-01-2022,Istinye Park
I145689,C193100,Clothing,1,8073.16,30-08-2021,Kanyon
I890452,C249287,Food & Beverage,2,4401.27,14-11-2021,Kanyon
I137917,C880821,Shoes,4,3122.38,09-10-2022,Kanyon
I307148,C514926,Food & Beverage,3,5850.65,30-04-2022,Metrocity
I310940,C294650,Cosmetics,4,9708.77,22-03-2021,Kanyon
I405124,C923349,Technology,4,7346.03,08-01-2021,Kanyon
I215545,C603510,Clothing,5,8719.64,23-05-2021,Mall of Istanbul
I419898,C202720,Cosmetics,5,408.34,19-01-2021,Metrocity
I181302,C137508,Clothing,4,5808.13,14-04-2021,Kanyon
I237157,C256233,Books,2,6517.44,30-04-2021,Viaport Outlet
I110541,C122008,Clothing,2,8972.22,12-06-2022,Kanyon
I185878,C316232,Clothing,2,5478.43,28-02-2021,Kanyon
I207828,C205504,Toys,4,3765.87,18-06-2021,Metropol AVM
I154602,C248037,Clothing,5,1520.41,06-02-2021,Kanyon
I143268,C191264,Cosmetics,3,183.82,27-01-2021,Mall of Istanbul
I249034,C171296,Toys,3,4748.94,09-04-2022,Emaar Square Mall
I212357,C552075,Toys,3,807.73,18-12-2022,Mall of Istanbul
I672086,C144242,Food & Beverage,2,4387.09,08-03-2021,Zorlu Center
I127218,C690966,Food & Beverage,3,6439.47,07-04-2022,Emaar Square Mall
I326181,C214456,Cosmetics,4,6199.2,15-08-2022,Forum Istanbul
I173441,C549780,Shoes,3,7035.92,27-01-2023,Metrocity
I263158,C806920,Clothing,1,8706.49,30-06-2022,Metrocity
I150404,C242024,Clothing,1,4777.66,11-10-2022,Emaar Square Mall
I156471,C248147,Toys,4,1395.16,08-12-2021,Istinye Park
I360892,C323352,Cosmetics,5,8263.63,19-10-2022,Kanyon
I980841,C779507,Food & Beverage,4,2945.24,18-01-2021,Forum Istanbul
I546029,C232750,Books,5,5298.9,04-07-2022,Istinye Park
I159484,C249304,Clothing,5,6122.51,31-05-2022,Metrocity
I906631,C234203,Books,2,1336.93,02-03-2022,Kanyon
I237216,C678564,Clothing,4,5439.5,06-04-2022,Emaar Square Mall
I162806,C302988,Shoes,3,3878.27,22-07-2022,Kanyon
I746610,C209668,Clothing,2,6458.35,05-09-2021,Kanyon
I109106,C522389,Books,5,6682.82,10-07-2022,Istinye Park
I212832,C252276,Food & Beverage,2,8013.3,29-09-2022,Kanyon
I171598,C289257,Souvenir,3,9392.17,22-04-2022,Kanyon
I203915,C305847,Shoes,5,7051.34,22-04-2021,Metrocity
I158148,C196242,Food & Beverage,5,935.53,02-12-2022,Mall of Istanbul
I315060,C997198,Toys,1,5411.42,13-03-2021,Forum Istanbul
I161186,C254396,Technology,2,7282.6,23-02-2021,Mall of Istanbul
I121726,C329097,Clothing,4,9942.79,08-04-2021,Mall of Istanbul
I162016,C230277,Clothing,5,5644.9,12-11-2021,Metrocity
I304971,C985686,Clothing,2,2696.22,29-11-2021,Kanyon
I159649,C263524,Shoes,3,7730.37,12-12-2022,Mall of Istanbul
I328035,C150836,Cosmetics,5,5094.11,27-04-2022,Mall of Istanbul
I208613,C221759,Clothing,5,7979.53,05-09-2021,Mall of Istanbul
I527441,C290614,Clothing,2,6437.1,01-01-2023,Kanyon
I887290,C295845,Clothing,3,3348.09,07-11-2022,Mall of Istanbul
I228268,C191229,Books,1,3065.45,08-07-2022,Istinye Park
I146830,C161943,Clothing,5,7841.87,31-12-2021,Istinye Park
I202433,C100960,Food & Beverage,1,662.98,21-07-2021,Emaar Square Mall
I316803,C323581,Shoes,5,2698.38,27-04-2021,Mall of Istanbul
I135270,C119373,Clothing,3,4285.54,15-09-2022,Zorlu Center
I255310,C537219,Books,4,9247.18,06-11-2021,Kanyon
I860483,C189653,Toys,3,8223.97,17-10-2021,Kanyon
I317844,C730446,Books,4,6012.39,21-12-2022,Kanyon
I269545,C264146,Toys,2,2607.53,12-04-2022,Istinye Park
I134902,C589083,Shoes,2,1850.56,02-03-2023,Emaar Square Mall
I293150,C771931,Books,3,7497.3,08-01-2021,Istinye Park
I237867,C807698,Food & Beverage,5,7304.42,01-05-2022,Mall of Istanbul
I100656,C337441,Cosmetics,2,3424.87,18-02-2023,Metropol AVM
I183987,C281843,Clothing,2,2834.47,01-04-2022,Zorlu Center
I237500,C195815,Toys,1,1047.72,26-10-2021,Kanyon
I781176,C105842,Toys,5,5782.76,07-02-2022,Forum Istanbul
I272542,C534236,Food & Beverage,2,4494.02,01-06-2021,Metropol AVM
I180020,C332407,Food & Beverage,4,2428.01,24-02-2021,Metropol AVM
I293309,C263361,Shoes,4,9389.63,16-05-2022,Emaar Square Mall
I131951,C337678,Clothing,2,2802.55,12-04-2022,Kanyon
I217395,C272335,Clothing,5,7668.13,12-01-2023,Istinye Park
I664939,C190164,Food & Beverage,3,1392.24,17-05-2021,Forum Istanbul
I116444,C510986,Clothing,4,2867.03,08-04-2021,Kanyon
I539423,C449200,Clothing,1,3094.43,13-02-2021,Istinye Park
I240110,C146407,Food & Beverage,5,4221.2,10-04-2021,Mall of Istanbul
I644806,C229839,Clothing,3,4349.43,30-07-2021,Zorlu Center
I141598,C408146,Souvenir,4,4141.39,04-08-2022,Mall of Istanbul
I423859,C353564,Cosmetics,4,6319.82,13-09-2021,Metropol AVM
I137343,C264797,Food & Beverage,3,6695.24,04-04-2021,Kanyon
I881473,C108540,Toys,1,759.79,15-09-2022,Istinye Park
I863526,C122796,Books,4,7856.93,18-11-2021,Mall of Istanbul
I228258,C215694,Food & Beverage,2,5595.28,02-10-2021,Kanyon
I257858,C263946,Food & Beverage,2,2925.54,10-01-2023,Emaar Square Mall
I854379,C256204,Cosmetics,5,2003.5,18-01-2022,Metropol AVM
I111930,C177836,Food & Beverage,5,919.05,06-01-2021,Forum Istanbul
I195058,C284453,Clothing,2,3963.92,11-12-2022,Cevahir AVM
I127867,C134000,Clothing,2,9354.32,11-02-2022,Zorlu Center
I288478,C198391,Clothing,2,698.16,19-08-2021,Metrocity
I844198,C288845,Toys,2,1160.68,18-04-2022,Metropol AVM
I329812,C209968,Food & Beverage,2,5538.85,11-04-2022,Mall of Istanbul
I203484,C221860,Clothing,3,2494.0,10-11-2022,Istinye Park
I296867,C901894,Cosmetics,1,7735.49,15-12-2022,Kanyon
I494537,C650834,Food & Beverage,5,8643.79,28-11-2021,Metropol AVM
I295213,C302202,Toys,2,4246.36,28-10-2021,Kanyon
I503758,C261883,Toys,5,2204.7,05-10-2022,Forum Istanbul
I166765,C614040,Clothing,5,4892.1,27-12-2022,Istinye Park
I315962,C461968,Toys,3,7034.67,18-06-2022,Metrocity
I267159,C385928,Shoes,5,8813.09,09-10-2022,Mall of Istanbul
I889037,C440942,Clothing,1,7887.27,07-03-2023,Kanyon
I133263,C742828,Food & Beverage,1,2012.24,22-11-2021,Metropol AVM
I337360,C217890,Food & Beverage,1,5702.31,18-04-2022,Metrocity
I645300,C249853,Clothing,4,3738.59,14-06-2021,Emaar Square Mall
I859280,C159892,Clothing,1,6240.31,07-03-2023,Viaport Outlet
I266033,C323746,Food & Beverage,3,5964.71,16-07-2021,Forum Istanbul
I131486,C265804,Souvenir,5,5201.12,10-02-2023,Kanyon
I808219,C314347,Food & Beverage,3,3858.78,07-05-2022,Mall of Istanbul
I233323,C861620,Shoes,1,3460.82,13-06-2021,Metrocity
I433968,C138682,Technology,3,5963.47,19-06-2021,Mall of Istanbul
I327050,C199994,Clothing,1,1994.5,07-10-2021,Metropol AVM
I711755,C573993,Shoes,4,3332.16,16-06-2021,Mall of Istanbul
I133220,C172557,Books,4,6489.19,01-08-2021,Cevahir AVM
I151347,C331296,Toys,4,7026.64,06-11-2022,Istinye Park
I241334,C276632,Souvenir,2,8189.94,27-11-2021,Kanyon
I297471,C755112,Shoes,2,1614.65,04-12-2022,Mall of Istanbul
I189426,C315558,Clothing,5,5549.07,03-09-2021,Kanyon
I358009,C215124,Toys,2,5497.06,06-03-2021,Forum Istanbul
I933628,C886792,Cosmetics,2,455.35,24-03-2021,Kanyon
I797585,C168309,Clothing,3,6617.53,22-11-2022,Emaar Square Mall
I964329,C226861,Clothing,2,3267.14,08-06-2021,Istinye Park
I127209,C146413,Clothing,5,375.18,31-01-2021,Metropol AVM
I256459,C434242,Clothing,3,551.36,28-03-2022,Metropol AVM
I753452,C434077,Souvenir,4,5065.07,13-06-2021,Metrocity
I301885,C212254,Cosmetics,3,7373.79,10-09-2021,Viaport Outlet
I130016,C169403,Clothing,3,1448.97,23-12-2021,Emaar Square Mall
I538587,C996407,Food & Beverage,1,8011.81,10-11-2021,Metropol AVM
I216794,C260915,Food & Beverage,3,6139.02,05-10-2022,Zorlu Center
I231652,C258083,Cosmetics,3,5487.94,15-09-2021,Metrocity
I249885,C337245,Clothing,5,7839.29,15-09-2021,Mall of Istanbul
I257631,C605635,Clothing,4,1336.28,06-03-2022,Forum Istanbul
I375804,C143405,Technology,3,2166.69,16-08-2022,Metropol AVM
I272345,C146623,Cosmetics,5,1007.2,27-06-2021,Kanyon
I284939,C249753,Clothing,2,1103.63,10-01-2021,Metropol AVM
I157390,C267480,Clothing,4,2958.4,14-12-2022,Mall of Istanbul
I246589,C878617,Cosmetics,2,3246.23,05-04-2021,Mall of Istanbul
I206224,C318124,Clothing,1,5486.02,16-07-2022,Kanyon
I132765,C319086,Clothing,3,7398.14,19-01-2022,Metrocity
I583081,C124205,Cosmetics,2,2113.67,05-02-2021,Viaport Outlet
I424587,C492896,Souvenir,1,9272.13,08-04-2022,Metrocity
I308840,C301723,Cosmetics,4,8669.2,07-02-2023,Mall of Istanbul
I254104,C307923,Technology,1,2158.77,12-11-2021,Zorlu Center
I201834,C558962,Clothing,3,6832.68,14-09-2021,Forum Istanbul
I989404,C229835,Shoes,5,2506.3,16-08-2022,Mall of Istanbul
I234681,C245981,Books,3,4449.0,11-12-2021,Kanyon
I190121,C331184,Clothing,1,9428.99,25-10-2022,Kanyon
I107709,C519702,Shoes,3,9809.59,06-10-2021,Istinye Park
I409627,C159107,Food & Beverage,1,8296.24,16-05-2021,Forum Istanbul
I136865,C247357,Cosmetics,1,3088.24,19-08-2022,Metrocity
I324020,C632860,Clothing,1,68.61,05-01-2023,Mall of Istanbul
I286089,C127766,Cosmetics,3,3694.98,09-08-2021,Mall of Istanbul
I504448,C126608,Toys,2,8378.89,02-06-2021,Istinye Park
I329429,C272994,Cosmetics,1,5770.25,05-07-2022,Metrocity
I966871,C266455,Food & Beverage,1,4158.51,06-12-2021,Mall of Istanbul
I535702,C305025,Shoes,4,1712.16,14-09-2022,Metropol AVM
I282985,C219241,Books,2,6504.37,27-09-2022,Mall of Istanbul
I253843,C414601,Clothing,2,6721.68,24-09-2022,Zorlu Center
I186481,C180686,Clothing,2,428.75,11-02-2023,Mall of Istanbul
I159308,C233190,Shoes,4,7103.5,26-05-2021,Mall of Istanbul
I239070,C177489,Shoes,4,6301.42,26-12-2021,Kanyon
I275038,C292039,Toys,5,2594.47,01-06-2022,Kanyon
I232069,C995040,Souvenir,2,9478.3,07-06-2021,Istinye Park
I152666,C339710,Food & Beverage,3,5920.4,01-11-2021,Istinye Park
I192513,C325202,Clothing,4,3455.47,26-09-2021,Kanyon
I331292,C330180,Clothing,2,9083.99,17-07-2022,Mall of Istanbul
I160357,C676317,Shoes,3,1259.47,09-07-2021,Metropol AVM
I901751,C133930,Clothing,3,7099.2,25-03-2022,Kanyon
I836755,C271121,Shoes,5,3060.65,15-10-2022,Kanyon
I306464,C724941,Food & Beverage,3,6288.19,28-03-2021,Kanyon
I288834,C989202,Cosmetics,2,2098.96,05-03-2021,Kanyon
I128450,C131405,Clothing,5,5948.53,21-11-2021,Kanyon
I124161,C777400,Clothing,4,5727.43,16-02-2021,Forum Istanbul
I634123,C844441,Clothing,3,9786.51,01-04-2021,Viaport Outlet
I793106,C894262,Clothing,1,5623.13,09-10-2022,Mall of Istanbul
I135508,C197239,Clothing,4,8501.43,17-06-2022,Emaar Square Mall
I125476,C162733,Clothing,3,4759.78,03-08-2021,Forum Istanbul
I284891,C339973,Clothing,3,7089.15,23-07-2021,Metrocity
I181666,C573797,Shoes,4,7648.34,05-03-2022,Istinye Park
I296581,C594587,Clothing,2,3130.51,20-02-2022,Metropol AVM
I235631,C923324,Toys,5,2148.12,28-01-2022,Zorlu Center
I268759,C147316,Technology,2,4891.71,15-02-2022,Cevahir AVM
I225573,C255416,Cosmetics,4,2054.79,19-04-2021,Metropol AVM
I542937,C116327,Food & Beverage,3,6465.23,13-10-2022,Forum Istanbul
